"","digit","prob","perc"
"1","1",0.301029995663981,30.1029995663981
"2","2",0.176091259055681,17.6091259055681
"3","3",0.1249387366083,12.49387366083
"4","4",0.0969100130080564,9.69100130080564
"5","5",0.0791812460476248,7.91812460476248
"6","6",0.0669467896306132,6.69467896306132
"7","7",0.0579919469776867,5.79919469776867
"8","8",0.0511525224473813,5.11525224473813
"9","9",0.0457574905606751,4.57574905606751
